    0.5166,    0.5081
    0.2180,    0.7889
    0.8633,    0.4689
    0.8393,    0.6369
    0.1289,    0.4917
    0.1383,    0.1055
    0.5043,    0.6875
    0.3699,    0.1912
    0.8719,    0.3330
    0.3970,    0.6189
    0.2611,    0.2152
    0.3297,    0.4307
    0.8354,    0.9734
    0.6853,    0.3931
    0.4385,    0.8694
    0.1773,    0.6710
    0.3176,    0.5241
    0.7036,    0.6124
    0.6812,    0.4917
    0.2510,    0.3075
    0.6169,    0.1755
    0.9803,    0.8109
    0.3899,    0.2713
    0.8266,    0.6107
    0.4015,    0.4770
    0.3732,    0.9162
    0.5934,    0.8660
    0.2469,    0.5141
    0.0295,    0.7952
    0.1983,    0.7185
    0.0408,    0.6789
    0.3750,    0.2115
    0.6202,    0.3616
    0.8977,    0.1155
    0.9802,    0.7939
    0.0237,    0.3549
    0.8579,    0.1688
    0.7526,    0.0225
    0.7082,    0.9548
    0.7381,    0.4974
    0.5757,    0.5343
    0.6345,    0.8437
    0.9981,    0.9155
    0.8884,    0.8295
    0.2257,    0.8865
    0.7035,    0.1542
    0.7793,    0.1798
    0.4643,    0.8897
    0.6142,    0.4350
    0.5025,    0.7307
    0.1253,    0.1866
    0.1173,    0.5150
    0.6421,    0.5216
    0.8579,    0.0510
    0.0976,    0.8127
    0.9707,    0.4453
    0.7786,    0.9154
    0.1076,    0.9943
    0.8448,    0.7325
    0.0086,    0.7385
    0.1310,    0.4888
    0.0689,    0.9708
    0.6288,    0.5016
    0.3786,    0.0641
    0.4126,    0.7337
    0.9275,    0.5505
    0.1841,    0.7582
    0.9058,    0.5380
    0.7345,    0.7202
    0.2366,    0.5189
    0.1243,    0.9087
    0.1480,    0.9508
    0.9631,    0.4664
    0.8783,    0.5952
    0.4265,    0.4628
    0.1523,    0.6460
    0.9880,    0.6683
    0.6955,    0.5705
    0.0561,    0.1713
    0.4361,    0.3131
    0.4693,    0.2609
    0.6237,    0.6519
    0.2926,    0.6349
    0.0225,    0.9363
    0.3296,    0.5843
    0.3522,    0.3436
    0.1862,    0.2807
    0.0122,    0.5796
    0.5987,    0.4468
    0.3840,    0.8532
    0.0252,    0.9346
    0.9138,    0.5774
    0.5100,    0.7320
    0.5065,    0.7216
    0.9716,    0.7016
    0.3108,    0.0102
    0.0681,    0.7676
    0.7194,    0.6421
    0.2760,    0.7158
    0.1816,    0.4869
    0.5634,    0.7136
    0.4119,    0.2159
    0.1181,    0.9647
    0.4503,    0.8991
    0.9844,    0.5911
    0.2612,    0.3362
    0.6580,    0.6557
    0.8593,    0.1353
    0.2945,    0.9634
    0.8333,    0.4310
    0.8194,    0.7016
    0.3187,    0.0448
    0.1425,    0.2761
    0.2968,    0.2760
    0.6459,    0.1816
    0.2787,    0.9779
    0.1550,    0.0090
    0.4659,    0.4086
    0.6663,    0.0882
    0.2426,    0.7662
    0.1798,    0.1867
    0.9610,    0.9814
    0.2707,    0.1831
    0.6969,    0.2410
    0.1527,    0.9604
    0.7889,    0.1708
    0.0947,    0.9135
    0.7970,    0.6021
    0.6329,    0.2587
    0.6935,    0.6655
    0.0109,    0.4634
    0.7014,    0.9526
    0.5904,    0.5328
    0.4133,    0.1113
    0.7539,    0.5093
    0.3491,    0.9203
    0.8310,    0.3829
    0.1068,    0.7864
    0.6166,    0.0155
    0.5328,    0.5336
    0.8609,    0.3774
    0.2277,    0.2076
    0.9407,    0.3784
    0.4612,    0.2331
    0.6176,    0.1420
    0.0704,    0.5582
    0.4886,    0.8087
    0.8461,    0.3927
    0.0505,    0.8265
    0.7297,    0.6201
    0.5884,    0.0558
    0.9634,    0.0219
    0.7918,    0.3286
    0.1884,    0.2522
    0.2044,    0.5235
    0.2498,    0.3766
    0.2097,    0.6195
    0.5062,    0.1427
    0.2936,    0.7879
    0.3518,    0.4213
    0.2741,    0.9273
    0.5571,    0.0381
    0.9260,    0.2154
    0.1770,    0.4471
    0.7153,    0.6147
    0.7520,    0.8309
    0.1506,    0.7664
    0.4761,    0.6958
    0.7440,    0.1829
    0.8556,    0.5043
    0.8701,    0.6450
    0.8787,    0.3920
    0.4022,    0.3809
    0.7029,    0.9249
    0.9245,    0.5237
    0.5618,    0.1846
    0.2984,    0.8079
    0.4410,    0.9588
    0.5040,    0.7190
    0.3969,    0.3346
    0.7590,    0.4490
    0.0986,    0.0976
    0.5121,    0.0430
    0.2640,    0.3763
    0.0819,    0.3157
    0.9068,    0.1272
    0.7209,    0.9578
    0.4021,    0.0988
    0.0987,    0.4674
    0.4373,    0.4671
    0.0106,    0.1775
    0.6909,    0.2970
    0.7597,    0.1263
    0.8761,    0.4112
    0.5145,    0.8671
    0.9579,    0.7293
    0.1676,    0.0379
    0.1444,    0.1165
    0.6511,    0.6197
    0.2057,    0.8925
    0.5159,    0.8084
    0.3580,    0.9400
    0.4652,    0.9358
    0.8610,    0.4284
    0.7665,    0.7962
    0.6461,    0.3714
    0.6011,    0.3407
    0.4706,    0.6299
    0.2096,    0.9229
    0.8538,    0.9236
    0.5596,    0.9567
    0.3573,    0.4455
    0.9100,    0.1306
    0.0536,    0.4811
    0.7650,    0.5845
    0.0165,    0.4116
    0.1582,    0.4971
    0.6037,    0.4216
    0.0648,    0.1696
    0.7011,    0.1236
    0.0988,    0.7873
    0.7478,    0.1536
    0.9686,    0.1451
    0.9381,    0.8382
    0.8248,    0.0117
    0.7543,    0.4552
    0.6861,    0.9376
    0.6233,    0.6974
    0.0384,    0.8445
    0.2355,    0.1203
    0.4309,    0.9731
    0.1593,    0.3844
    0.6145,    0.0622
    0.3857,    0.9685
    0.5051,    0.4840
    0.7228,    0.7382
    0.3515,    0.2437
    0.9971,    0.0801
    0.7870,    0.4223
    0.3128,    0.8284
    0.5553,    0.0155
    0.3948,    0.9584
    0.4592,    0.0193
    0.1677,    0.6249
    0.9125,    0.8715
    0.3513,    0.1795
    0.2072,    0.4033
    0.7660,    0.9628
    0.2903,    0.8108
    0.1796,    0.3863
    0.6083,    0.4625
    0.9931,    0.3542
    0.9519,    0.3052
    0.5091,    0.3760
    0.6871,    0.9434
    0.3637,    0.9452
    0.0175,    0.2553
    0.7691,    0.8592
    0.5103,    0.0870
    0.1670,    0.4404
    0.5808,    0.5848
    0.5573,    0.3817
    0.3983,    0.1112
    0.1465,    0.1856
    0.7219,    0.9912
    0.8229,    0.6204
    0.0485,    0.8605
    0.6906,    0.0164
    0.9220,    0.3381
    0.3399,    0.9871
    0.5218,    0.3567
    0.9588,    0.7796
    0.6157,    0.1842
    0.5845,    0.6054
    0.4465,    0.1400
    0.3037,    0.0343
    0.1792,    0.0343
    0.7423,    0.3555
    0.8258,    0.7282
    0.1190,    0.2043
    0.2008,    0.4606
    0.3275,    0.5868
    0.5553,    0.0359
    0.4357,    0.2800
    0.6470,    0.9404
    0.4326,    0.0424
    0.9061,    0.2853
    0.8452,    0.2744
    0.7837,    0.1460
    0.2538,    0.9537
    0.1102,    0.8726
    0.2301,    0.9544
    0.7813,    0.6654
    0.6321,    0.5478
    0.0466,    0.0923
    0.6713,    0.9138
    0.0759,    0.5241
    0.9691,    0.5552
    0.2364,    0.2803
    0.8748,    0.8677
    0.0543,    0.7914
    0.0768,    0.4007
    0.5641,    0.9988
    0.0350,    0.1464
    0.1538,    0.6773
    0.7622,    0.4664
    0.3892,    0.1534
    0.9149,    0.5196
    0.2118,    0.5246
    0.4210,    0.8043
    0.1427,    0.2923
    0.5683,    0.1773
    0.7503,    0.5615
    0.2242,    0.7036
    0.9788,    0.4121
    0.8565,    0.8197
    0.1921,    0.6610
    0.6974,    0.7106
    0.2674,    0.0307
    0.5450,    0.6808
    0.4239,    0.8895
    0.4537,    0.4646
    0.2450,    0.7753
    0.4576,    0.7640
    0.0463,    0.7680
    0.3267,    0.0189
    0.7600,    0.2372
    0.2386,    0.4180
    0.4825,    0.4555
    0.1584,    0.4756
    0.7483,    0.2044
    0.6229,    0.7790
    0.8962,    0.7234
    0.4284,    0.4041
    0.7761,    0.0542
    0.1317,    0.3819
    0.8998,    0.5832
    0.1150,    0.7721
    0.2359,    0.7201
    0.4227,    0.4765
    0.6381,    0.7458
    0.4816,    0.7317
    0.7204,    0.9369
    0.1660,    0.9271
    0.5969,    0.8944
    0.6627,    0.8042
    0.6673,    0.1883
    0.3158,    0.6287
    0.4326,    0.4927
    0.3546,    0.8597
    0.6917,    0.8509
    0.9792,    0.3513
    0.6350,    0.8623
    0.9198,    0.6578
    0.9694,    0.2476
    0.7589,    0.3482
    0.5198,    0.1591
    0.3834,    0.0234
    0.5344,    0.3397
    0.7922,    0.4667
    0.6822,    0.7507
    0.1505,    0.7523
    0.3068,    0.3199
    0.4378,    0.5751
    0.0167,    0.4734
    0.1027,    0.0166
    0.5966,    0.4369
    0.6397,    0.0243
    0.5343,    0.0405
    0.3794,    0.9898
    0.2866,    0.8657
    0.0564,    0.4202
    0.1703,    0.2855
    0.4858,    0.7501
    0.8475,    0.8496
    0.5075,    0.7643
    0.3382,    0.9695
    0.5416,    0.9231
    0.8993,    0.3131
    0.7809,    0.1024
    0.5718,    0.0875
    0.4736,    0.3787
    0.6788,    0.3729
    0.0833,    0.9649
    0.2924,    0.1967
    0.1497,    0.8978
    0.6309,    0.2276
    0.0715,    0.0653
    0.5286,    0.9776
    0.1082,    0.8505
    0.8426,    0.1596
    0.4480,    0.6110
    0.4865,    0.2797
    0.3584,    0.4822
    0.9651,    0.3354
    0.8978,    0.1205
    0.3881,    0.4779
    0.9809,    0.6712
    0.6445,    0.7524
    0.0989,    0.5545
    0.0141,    0.0136
